price,unformattedPrice,address,addressStreet,addressCity,addressState,addressZipcode,beds,baths,area,latitude,longitude,isZillowOwned,variableData,badgeInfo,pgapt,sgapt,zestimate,info3String,brokerName
499900,499900,"11304 Parkfield Dr, Austin, TX 78758",11304 Parkfield Dr,Austin,TX,78758,3,2,1548,30.386745,-97.69546,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$20,100 (Oct 26)'}",,ForSale,For Sale (Broker),483903,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Austin Summit Group
595000,595000,"1472 Buffalo Gap Rd, Austin, TX 78734",1472 Buffalo Gap Rd,Austin,TX,78734,4,3,2572,30.38255,-97.956375,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$15,000 (Nov 10)'}",,ForSale,For Sale (Broker),579000,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,JPAR Austin
693000,693000,"15901 Arla Cv, Austin, TX 78717",15901 Arla Cv,Austin,TX,78717,5,3,3231,30.49318,-97.739815,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),676942,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
779000,779000,"112 Rainmaker Cv, Austin, TX 78737",112 Rainmaker Cv,Austin,TX,78737,4,4,2845,30.172808,-97.990166,FALSE,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,ForSale,For Sale (Broker),762882,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,RE/MAX GATEWAY
425000,425000,"8018 Rockwood Ln, Austin, TX 78757",8018 Rockwood Ln,Austin,TX,78757,3,1,872,30.363417,-97.73616,FALSE,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",,ForSale,For Sale (Broker),408800,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,RE/MAX 1
489000,489000,"1203 Lily Ter, Austin, TX 78741",1203 Lily Ter,Austin,TX,78741,3,2,1135,30.23335,-97.70236,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Nov 12)'}",,ForSale,For Sale (Broker),472700,,Realty Solutions
326000,326000,"405 Primrose St, Austin, TX 78753",405 Primrose St,Austin,TX,78753,2,2,1482,30.350052,-97.69796,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),309535,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
411000,411000,"1745 Cricket Hollow Dr, Austin, TX 78758",1745 Cricket Hollow Dr,Austin,TX,78758,3,2,1459,30.388664,-97.7035,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),394463,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
531000,531000,"11504 Oak View Dr, Austin, TX 78759",11504 Oak View Dr,Austin,TX,78759,3,2,1435,30.422724,-97.76584,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),514406,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
449000,449000,"11607 Hidden Quail Dr, Austin, TX 78758",11607 Hidden Quail Dr,Austin,TX,78758,3,2,1410,30.39217,-97.69963,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),432100,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Orchard Brokerage
625000,625000,"4508 Bull Creek Rd, Austin, TX 78731",4508 Bull Creek Rd,Austin,TX,78731,3,2,1295,30.321531,-97.75324,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Nov 14)'}",,ForSale,For Sale (Broker),608011,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Keller Williams Realty
486000,486000,"2813 Sissinghurst Dr, Austin, TX 78745",2813 Sissinghurst Dr,Austin,TX,78745,3,3,1681,30.2118,-97.81623,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),468709,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
429000,429000,"1400 Huckleberry Ln, Austin, TX 78748",1400 Huckleberry Ln,Austin,TX,78748,3,3,1707,30.175053,-97.817,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),411594,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
584000,584000,"1908 Quivira Rd, Austin, TX 78745",1908 Quivira Rd,Austin,TX,78745,4,3,3147,30.191334,-97.81179,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),566500,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Orchard Brokerage
1399900,1399900,"6809 Mesa Dr, Austin, TX 78731",6809 Mesa Dr,Austin,TX,78731,5,3,2899,30.357407,-97.76753,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$50,000 (Nov 16)'}",,ForSale,For Sale (Broker),1382100,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Keller Williams Realty
758000,758000,"7409 Shoal Creek Blvd, Austin, TX 78757",7409 Shoal Creek Blvd,Austin,TX,78757,3,2,1786,30.353283,-97.74024,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),739808,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
537000,537000,"11609 Eubank Dr, Austin, TX 78758",11609 Eubank Dr,Austin,TX,78758,3,2,2147,30.3872,-97.687004,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),518110,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
474000,474000,"5207 Hedgewood Dr, Austin, TX 78745",5207 Hedgewood Dr,Austin,TX,78745,4,3,1450,30.21057,-97.77447,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),454831,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
900000,900000,"5608 Medicine Creek Dr, Austin, TX 78735",5608 Medicine Creek Dr,Austin,TX,78735,4,4,3480,30.256865,-97.88369,FALSE,"{'type': 'DAYS_ON', 'text': '7 days on Zillow'}",,ForSale,For Sale (Broker),880400,,Keller Williams Realty Austin
770000,770000,"9302 Caracas Dr, Austin, TX 78733",9302 Caracas Dr,Austin,TX,78733,4,3,2040,30.334763,-97.8586,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),749400,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Orchard Brokerage
789000,789000,"1619 Woodwind Ln, Austin, TX 78758",1619 Woodwind Ln,Austin,TX,78758,3,3,2360,30.395985,-97.69801,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 11am-2pm'}",,ForSale,For Sale (Broker),767800,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Urbanspace
699000,699000,"1605 Rutland Dr, Austin, TX 78758",1605 Rutland Dr,Austin,TX,78758,,0,1958,30.371239,-97.71014,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$36,000 (Nov 5)'}",,ForSale,For Sale (Broker),677156,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Local Life Realty, LLC"
657000,657000,"8612 Cobblestone, Austin, TX 78735",8612 Cobblestone,Austin,TX,78735,4,2,2456,30.25616,-97.88676,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),635099,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
350000,350000,"14707 Highsmith St, Austin, TX 78725",14707 Highsmith St,Austin,TX,78725,3,3,1748,30.236662,-97.58464,FALSE,"{'type': 'DAYS_ON', 'text': '1 day on Zillow'}",,ForSale,For Sale (Broker),328000,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
749900,749900,"400 W 37th St, Austin, TX 78705",400 W 37th St,Austin,TX,78705,2,2,1423,30.301344,-97.7368,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$25,000 (Nov 10)'}",,ForSale,For Sale (Broker),727661,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Keller Williams - Lake Travis
949000,949000,"3807 Oakmont Blvd, Austin, TX 78731",3807 Oakmont Blvd,Austin,TX,78731,3,4,1786,30.311413,-97.75355,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 12-3pm'}",,ForSale,For Sale (Broker),926600,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Compass RE Texas, LLC"
779000,779000,"3823 Steck Ave, Austin, TX 78759",3823 Steck Ave,Austin,TX,78759,3,3,2282,30.3727,-97.75027,FALSE,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",,ForSale,For Sale (Broker),755900,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Classic Realty
899000,899000,"613 Zennia St, Austin, TX 78751",613 Zennia St,Austin,TX,78751,4,3,2166,30.318794,-97.72918,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$71,000 (Nov 7)'}",,ForSale,For Sale (Broker),874481,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"eXp Realty, LLC"
799000,799000,"4414 Avenue D, Austin, TX 78751",4414 Avenue D,Austin,TX,78751,3,2,1238,30.309103,-97.72966,FALSE,"{'type': 'DAYS_ON', 'text': '7 days on Zillow'}",,ForSale,For Sale (Broker),774400,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Team Price Real Estate
544000,544000,"6509 Woodcrest Dr, Austin, TX 78759",6509 Woodcrest Dr,Austin,TX,78759,3,2,1479,30.424255,-97.7614,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Thu. 9am-7pm'}",,ForSale,For Sale (Broker),519367,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Opendoor Brokerage, LLC"
998000,998000,"1502 Hillmont St, Austin, TX 78704",1502 Hillmont St,Austin,TX,78704,2,2,1756,30.260578,-97.76065,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$127,000 (Nov 3)'}",,ForSale,For Sale (Broker),973050,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Compass RE Texas, LLC"
579000,579000,"5004 Broken Bow Pass, Austin, TX 78745",5004 Broken Bow Pass,Austin,TX,78745,3,2,1628,30.224596,-97.79858,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$20,000 (Nov 10)'}",,ForSale,For Sale (Broker),553826,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Realty Austin
899000,899000,"6901 Barstow Ct, Austin, TX 78749",6901 Barstow Ct,Austin,TX,78749,4,4,2824,30.209715,-97.88918,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),873700,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Realty Austin
749000,749000,"902 Valley View Dr, Austin, TX 78733",902 Valley View Dr,Austin,TX,78733,3,2,1643,30.335976,-97.87359,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$50,000 (Nov 7)'}",,ForSale,For Sale (Broker),722100,,"eXp Realty, LLC"
674900,674900,"1705 Cedar Bend Dr, Austin, TX 78758",1705 Cedar Bend Dr,Austin,TX,78758,3,2,2485,30.407877,-97.6928,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),647800,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Orchard Brokerage
499900,499900,"5603 Purple Sage Dr, Austin, TX 78724",5603 Purple Sage Dr,Austin,TX,78724,,0,1820,30.309175,-97.65488,FALSE,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",,ForSale,For Sale (Broker),472610,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Keller Williams Realty
1150000,1150000,"12506 Verandah Ct, Austin, TX 78726",12506 Verandah Ct,Austin,TX,78726,4,4,3465,30.425669,-97.85841,FALSE,"{'type': 'DAYS_ON', 'text': '33 days on Zillow'}",,ForSale,For Sale (Broker),1121250,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"All Streets Realty, LLC"
888000,888000,"1600 Susan Dr, Austin, TX 78734",1600 Susan Dr,Austin,TX,78734,3,3,3183,30.377485,-97.94045,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),858400,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Coldwell Banker Realty
995000,995000,"903 Plateau Cir, Austin, TX 78745",903 Plateau Cir,Austin,TX,78745,4,4,2725,30.221882,-97.77757,FALSE,"{'type': 'DAYS_ON', 'text': '174 days on Zillow'}",,ForSale,New Construction,964200,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Soar Investment Group
1200000,1200000,"7308 Doswell Ln, Austin, TX 78739",7308 Doswell Ln,Austin,TX,78739,4,4,3386,30.192785,-97.904495,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$50,000 (Oct 19)'}",,ForSale,For Sale (Broker),1165900,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Atlas Realty
999999,999999,"107 W Concord Cir, Austin, TX 78737",107 W Concord Cir,Austin,TX,78737,6,3,2891,30.14225,-97.96204,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$100,001 (Nov 13)'}",,ForSale,For Sale (Broker),959487,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,JBGoodwin REALTORS WL
999000,999000,"3100 Carlisle Dr, Austin, TX 78757",3100 Carlisle Dr,Austin,TX,78757,3,4,2202,30.346334,-97.74808,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 10am-12pm'}",,ForSale,For Sale (Broker),955600,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Local Life Realty, LLC"
749800,749800,"2008 Canterbury St, Austin, TX 78702",2008 Canterbury St,Austin,TX,78702,3,1,1832,30.25487,-97.723305,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$115,200 (Nov 14)'}",,ForSale,For Sale (Broker),703893,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Mundo & Lighthouse, LLC"
309000,309000,"14605 Rumfeldt St, Austin, TX 78725",14605 Rumfeldt St,Austin,TX,78725,3,2,1122,30.237825,-97.58538,FALSE,"{'type': 'TIME_ON_INFO', 'text': '7 hours ago', 'data': {'isFresh': False}}",,ForSale,For Sale (Broker),259800,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Keller Williams Realty
1250000,1250000,"100 E 51st St APT 4, Austin, TX 78751",100 E 51st St APT 4,Austin,TX,78751,3,3,2300,30.315948,-97.72345,FALSE,"{'type': 'DAYS_ON', 'text': '6 days on Zillow'}",,ForSale,For Sale (Broker),1200200,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Fauve House
675000,675000,"4105 Canyon Glen Cir, Austin, TX 78732",4105 Canyon Glen Cir,Austin,TX,78732,4,3,2734,30.380358,-97.8879,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 11am-2pm'}",,ForSale,For Sale (Broker),615500,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,All City Real Estate Ltd. Co
1110000,1110000,"1500 Summit St APT 5, Austin, TX 78741",1500 Summit St APT 5,Austin,TX,78741,3,4,2488,30.243069,-97.73448,FALSE,"{'type': 'VIDEO_WALKTHROUGH', 'text': 'Video Walkthrough'}",,ForSale,For Sale (Broker),1049879,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Volt Realty
1395000,1395000,"10700 Ashton Cv, Austin, TX 78750",10700 Ashton Cv,Austin,TX,78750,4,3,2738,30.431347,-97.79995,FALSE,"{'type': 'DAYS_ON', 'text': '8 days on Zillow'}",,ForSale,For Sale (Broker),1333305,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,TEAM ELITE GROUP
1477000,1477000,"3715 Josh Ln, Austin, TX 78730",3715 Josh Ln,Austin,TX,78730,5,4,3981,30.363314,-97.86027,FALSE,"{'type': 'DAYS_ON', 'text': '57 days on Zillow'}",,ForSale,For Sale (Broker),1414500,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,REALM Real Estate Professional
1745000,1745000,"706 Oakland Ave, Austin, TX 78703",706 Oakland Ave,Austin,TX,78703,4,2,3032,30.276114,-97.75995,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sun. 2-4pm'}",,ForSale,For Sale (Broker),1676800,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Moreland Properties
2195000,2195000,"8400 Denali Pkwy, Austin, TX 78726",8400 Denali Pkwy,Austin,TX,78726,4,5,5134,30.427544,-97.85742,FALSE,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",,ForSale,For Sale (Broker),2126014,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Dave Dacko
565850,565850,"2213 Poquito St UNIT 125, Austin, TX 78722",2213 Poquito St UNIT 125,Austin,TX,78722,2,2,1128,30.28312,-97.72075,FALSE,"{'type': 'DAYS_ON', 'text': '4 days on Zillow'}",,ForSale,For Sale (Broker),489600,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Team Price Real Estate
1697000,1697000,"1316 Wilderness Dr, Austin, TX 78746",1316 Wilderness Dr,Austin,TX,78746,5,4,3506,30.267885,-97.800415,FALSE,"{'type': 'DAYS_ON', 'text': '62 days on Zillow'}",,ForSale,For Sale (Broker),1617500,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Coldwell Banker Realty
99900,99900,"The Dakota Plan, Titan Factory Direct - Austin","The Dakota Plan, Titan Factory Direct - Austin",Austin,TX,78741,3,3,1577,30.21221,-97.70791,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Monday - Saturday...'}",,ForSale,New Construction,0,,
2325000,2325000,"2210 W 49th St, Austin, TX 78756",2210 W 49th St,Austin,TX,78756,5,4,3474,30.321577,-97.74177,FALSE,"{'type': 'DAYS_ON', 'text': '152 days on Zillow'}",,ForSale,New Construction,2206800,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Realty Austin
119900,119900,"The Casablanca Plan, Titan Factory Direct - Austin","The Casablanca Plan, Titan Factory Direct - Austin",Austin,TX,78741,2,1,850,30.21221,-97.70791,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Monday - Saturday...'}",,ForSale,New Construction,0,,
140000,140000,"233 Nutterbowl Rd, Terlingua, TX 78756",233 Nutterbowl Rd,Terlingua,TX,78756,,,,,,FALSE,"{'type': 'DAYS_ON', 'text': '112 days on Zillow'}",,ForSale,For Sale (Broker),0,,Fathom Realty
2995000,2995000,"3209 Rustic River Cv, Austin, TX 78746",3209 Rustic River Cv,Austin,TX,78746,6,6,7000,30.31849,-97.781075,FALSE,"{'type': 'DAYS_ON', 'text': '12 days on Zillow'}",,ForSale,For Sale (Broker),2850080,,Keller Williams Realty Austin
3850000,3850000,"312 W Monroe St, Austin, TX 78704",312 W Monroe St,Austin,TX,78704,4,4,3107,30.249123,-97.75348,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Sat. 1-4pm'}",,ForSale,New Construction,3701403,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"The Leaders Realty, LLC"
149900,149900,"The Talladega Plan, Titan Factory Direct - Austin","The Talladega Plan, Titan Factory Direct - Austin",Austin,TX,78741,4,2,2305,30.21221,-97.70791,FALSE,"{'type': 'OPEN_HOUSE', 'text': 'Open: Monday - Saturday...'}",,ForSale,New Construction,0,,
150000,150000,"Tbd Von Quintus Rd, Austin, TX 78719",Tbd Von Quintus Rd,Austin,TX,78719,,0,,30.103233,-97.66985,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$25,000 (Nov 1)'}",,ForSale,For Sale (Broker),0,,"Countywide Realty, Lp"
668854,668854,"2613 Dryden St, Austin, TX 78748",2613 Dryden St,Austin,TX,78748,4,3,2023,30.16992,-97.837814,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$146 (Nov 14)'}",,ForSale,For Sale (Broker),502900,,
175000,175000,"9313 Independence Loop, Austin, TX 78748",9313 Independence Loop,Austin,TX,78748,0,0,,30.174772,-97.813126,FALSE,"{'type': 'DAYS_ON', 'text': '194 days on Zillow'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Realty Austin
195000,195000,"12166 Metric Blvd APT 209, Austin, TX 78758",12166 Metric Blvd APT 209,Austin,TX,78758,1,1,516,30.407125,-97.698135,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Redfin Corporation
195000,195000,"2124 Burton Dr APT 140, Austin, TX 78741",2124 Burton Dr APT 140,Austin,TX,78741,1,1,714,30.232576,-97.73261,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$14,900 (Oct 13)'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Tower Realty Austin
4950000,4950000,"70 Rainey St #2906, Austin, TX 78701",70 Rainey St #2906,Austin,TX,78701,3,3,2179,30.258486,-97.739174,FALSE,"{'type': 'DAYS_ON', 'text': '37 days on Zillow'}",,ForSale,For Sale (Broker),4753653,,RE/MAX Posh Properties
207750,207750,"12166 Metric Blvd APT 220, Austin, TX 78758",12166 Metric Blvd APT 220,Austin,TX,78758,1,1,559,30.407125,-97.698135,FALSE,"{'type': 'DAYS_ON', 'text': '4 days on Zillow'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Four Directions Realty LLC
210000,210000,"12166 Metric Blvd APT 362, Austin, TX 78758",12166 Metric Blvd APT 362,Austin,TX,78758,1,1,559,30.407125,-97.698135,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$10,000 (Oct 26)'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Cornwall Properties
220000,220000,"6903 Deatonhill Dr APT 39, Austin, TX 78745",6903 Deatonhill Dr APT 39,Austin,TX,78745,1,1,626,30.208742,-97.817375,FALSE,"{'type': '3D_HOME', 'text': '3D Tour'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Redfin Corporation
245000,245000,"909 Reinli St APT 245, Austin, TX 78751",909 Reinli St APT 245,Austin,TX,78751,1,1,582,30.318968,-97.71036,FALSE,"{'type': 'DAYS_ON', 'text': '5 days on Zillow'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Realty Austin
249000,249000,"6907 Old Post Loop, Austin, TX 78744",6907 Old Post Loop,Austin,TX,78744,2,2,1222,30.178223,-97.75417,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$6,000 (Oct 27)'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Douglas Elliman Real Estate
249900,249900,"1010 W Rundberg Ln APT 10, Austin, TX 78758",1010 W Rundberg Ln APT 10,Austin,TX,78758,2,2,1170,30.365484,-97.70154,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$25,100 (Sep 29)'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Compass RE Texas, LLC"
250000,250000,"114 E 31st St APT 107, Austin, TX 78705",114 E 31st St APT 107,Austin,TX,78705,1,1,582,30.294844,-97.73634,FALSE,"{'type': 'DAYS_ON', 'text': '7 days on Zillow'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Pure Gold Realty
250000,250000,"5103 Rob Scott St, Austin, TX 78721",5103 Rob Scott St,Austin,TX,78721,0,0,,30.28144,-97.67922,FALSE,"{'type': 'DAYS_ON', 'text': '30 days on Zillow'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,"Compass RE Texas, LLC"
250000,250000,"2408 Longview St APT 209, Austin, TX 78705",2408 Longview St APT 209,Austin,TX,78705,2,1,720,30.288511,-97.75099,FALSE,"{'type': 'PRICE_REDUCTION', 'text': '$25,000 (Nov 1)'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,1836 Realty & Property Mgmt
250000,250000,"2600 Penny Ln APT 110, Austin, TX 78757",2600 Penny Ln APT 110,Austin,TX,78757,2,2,838,30.365541,-97.73019,FALSE,"{'type': 'DAYS_ON', 'text': '68 days on Zillow'}",,ForSale,For Sale (Broker),0,https://photos.zillowstatic.com/fp/98ab7c7b2895c2f5f278917766712625-zillow_web_48_23.jpg,Kuper Sotheby's Int. Realty
